time,right_s0,right_s1,right_w0,right_w1,right_w2,right_e0,right_e1
0.0,-0.160786103813,-0.881324513058,-0.81942460301,-0.220163471759,3.05816466838,0.937070095142,1.31292158408
0.5,-0.128524442402,-0.903366969959,-0.736854828054,-0.217702905889,3.03349651197,0.917740530576,1.31878632854
1.0,-0.074619138963,-0.930940358369,-0.610383117903,-0.224335672554,2.99450124172,0.889207462025,1.33115969226
1.5,-0.0249831171821,-0.943165478559,-0.528687913625,-0.250066732964,2.94456717082,0.859030747077,1.34956078916
2.0,0.0209419371192,-0.963396581019,-0.440164526758,-0.25370982094,2.88897637935,0.828300794622,1.37231639947
2.5,0.021703549105,-0.955008618311,-0.402886518741,-0.2413580892,2.90005083626,0.845656131891,1.39277268568
3.0,0.0234917458113,-0.933435606233,-0.358759709811,-0.262144282026,2.91787299569,0.866577558594,1.42254727469
3.5,0.0470006265856,-0.920064833435,-0.320778881765,-0.304328121541,2.88432090458,0.854840868445,1.46227823287
4.0,0.0779715212329,-0.907658015605,-0.319988221112,-0.360784906035,2.81705088071,0.822157077639,1.50657813591
4.5,0.106750499177,-0.895879061892,-0.314110754765,-0.41269980461,2.75109368187,0.789517013754,1.54788119988
5.0,0.130127402026,-0.895787687366,-0.243797896783,-0.437559356736,2.71332096782,0.773061643288,1.58377933319
5.5,0.152822816129,-0.912234211849,-0.164684099843,-0.442228665953,2.66723036256,0.753609937535,1.62089429013
6.0,0.171771756068,-0.937055533161,-0.100885793708,-0.436295862783,2.61315006192,0.730922203037,1.65955218475
6.5,0.173631180727,-0.955835303212,-0.0473790748249,-0.412770113172,2.59160755068,0.728458320683,1.69272024673
7.0,0.194642334283,-0.974547056727,0.0259219084956,-0.409984944884,2.55670461955,0.714030460942,1.7222247043
7.5,0.220026573086,-0.985877276966,0.084512680628,-0.417195287551,2.52164826639,0.69785498339,1.73911278366
8.0,0.284529340114,-1.00257627616,0.215107110006,-0.455069796789,2.47238094661,0.660265439644,1.75383486754
8.5,0.37289150298,-1.01333844128,0.372690249574,-0.512580083206,2.41273001565,0.608497958137,1.76741787749
9.0,0.390726963335,-1.00162317596,0.3897920682,-0.516234172594,2.3962296575,0.598229025733,1.76724379196
9.5,0.360282219909,-0.969267704126,0.323450461852,-0.518407740941,2.42824479156,0.617592223951,1.78029480931
10.0,0.332780568268,-0.937827679083,0.25881437574,-0.529036133532,2.4548643312,0.631818673111,1.79868844224
10.5,0.33661194681,-0.941791978468,0.292267667369,-0.510532542935,2.44604571393,0.624225469213,1.81127286713
11.0,0.342625066414,-0.931486321745,0.307507663422,-0.516182616861,2.44447832699,0.619315094129,1.82513199943
11.5,0.363736255371,-0.916289368702,0.32946541172,-0.540424194053,2.43553289764,0.60776467353,1.83656439106
12.0,0.407401505099,-0.908346392363,0.365231670458,-0.563362649375,2.39953632331,0.58056443405,1.83991428291
12.5,0.445460638277,-0.890526247913,0.364946694736,-0.567968185095,2.36506297124,0.557179273435,1.82920290104
13.0,0.485019887554,-0.855867219931,0.347873551122,-0.582427930769,2.3424919975,0.540298998739,1.80662528587
13.5,0.520803637884,-0.824102396161,0.3174748704,-0.571783874241,2.32028243165,0.526239483947,1.7718960155
14.0,0.530978298147,-0.789092131993,0.256371527562,-0.526188314192,2.32418219628,0.532107944088,1.72764751796
14.5,0.548945249452,-0.750967472373,0.200757620187,-0.507711402932,2.32643142172,0.537471366496,1.68605987421
15.0,0.571656270637,-0.725752722842,0.160850615027,-0.495862542974,2.3178851088,0.536097586265,1.65256943109
15.5,0.611770675575,-0.723792611483,0.182170869276,-0.494550018372,2.29157280799,0.522317841868,1.6288319614
16.0,0.633214221611,-0.723703363532,0.180817455525,-0.482702242131,2.27419480808,0.514702423846,1.61002631277
16.5,0.643912631381,-0.731785904875,0.148900408525,-0.456526003069,2.24737438811,0.50151732812,1.5942607092
17.0,0.689831710888,-0.788681199246,0.123426643092,-0.405440000869,2.13230839893,0.430710241961,1.58436980823
17.5,0.752044004749,-0.881252773066,0.100603090717,-0.292046272669,1.97116835306,0.328987014774,1.57058109118
18.0,0.842115017899,-0.952972266284,0.108194906724,-0.257097108749,1.81607104426,0.210538436339,1.57679733167
18.5,0.931114503188,-0.990260392869,0.124306850437,-0.319537129041,1.68100532797,0.101623950061,1.60863577928
19.0,0.963125443366,-1.00618446704,0.0880845225435,-0.341803355743,1.59133560319,0.0506372303599,1.62782265745
19.5,0.978054237316,-1.01843623823,0.0523360280531,-0.343503736777,1.53251627448,0.0221412248557,1.63830818905
20.0,0.978887969122,-1.02708881302,0.0192335770196,-0.329164759992,1.50116740519,0.0127906197452,1.6414182818
20.5,0.968810996224,-1.03242220902,-0.00971153541846,-0.303292120016,1.49296924693,0.0188069937207,1.63863751445
21.0,0.950962782055,-1.03485931663,-0.0335933196357,-0.270094476575,1.503142449,0.0363114452831,1.63148101049
21.5,0.928253079537,-1.03490739456,-0.0520303797917,-0.23328807367,1.52684867731,0.0615884924487,1.62139329669
22.0,0.903233053605,-1.03310749821,-0.0650707860796,-0.195976149028,1.55950461914,0.0912802976979,1.60967436379
