time,right_s0,right_s1,right_w0,right_w1,right_w2,right_e0,right_e1
0.0,-0.161511846247,-0.880640619094,-0.820322541174,-0.219659466576,3.05803294075,0.93810157444,1.31269525584
0.5,-0.13640141798,-0.895944204254,-0.746600760849,-0.21223259531,3.0320667826,0.928935876,1.31632983438
1.0,-0.101511102422,-0.90559906562,-0.643655693904,-0.20566005388,2.9896201513,0.92742832701,1.32277323091
1.5,-0.0853884431535,-0.886243303598,-0.603425513292,-0.208117143249,2.93360315704,0.944883303429,1.33072293329
2.0,-0.0878700847339,-0.860858984438,-0.574794200505,-0.178143310878,2.86922619198,0.982952558977,1.33838255089
2.5,-0.149129204287,-0.794026590297,-0.614252482381,-0.122720141313,2.86904342705,1.08845638752,1.33949720484
3.0,-0.220554730847,-0.703461576302,-0.660710698058,-0.0926617173247,2.8735767538,1.2134346205,1.34643954281
3.5,-0.278364726252,-0.61346101593,-0.723343144015,-0.0783721674994,2.82526468475,1.3172743847,1.36081059697
4.0,-0.333464982306,-0.519946166307,-0.829045596353,-0.0750552581979,2.74237210995,1.40692133538,1.37826856338
4.5,-0.392212412964,-0.425687837407,-0.931461787579,-0.0661858323603,2.6605282201,1.49868033409,1.39227585759
5.0,-0.454815079883,-0.344574731192,-0.967528732396,-0.0313352907538,2.60714957773,1.60442554346,1.40136061448
5.5,-0.514006682308,-0.283856088417,-0.989731151546,0.0208633448847,2.54619587286,1.70135777551,1.41293848855
6.0,-0.570854788162,-0.237251047355,-1.01971413329,0.0794348007154,2.47835784737,1.78639845801,1.42795850354
6.5,-0.637286182598,-0.191677850341,-1.05070148536,0.150386365786,2.44442004699,1.88099458321,1.43982955923
7.0,-0.676210090202,-0.153910576837,-1.05155625792,0.194794539742,2.39863845864,1.95175090438,1.45064281654
7.5,-0.702072601606,-0.116949087123,-1.05637146928,0.223173445388,2.354280441,2.00841113195,1.45154921087
8.0,-0.680239081549,-0.0934392752195,-0.978570349878,0.214931379566,2.29726833706,2.03146630572,1.4529645687
8.5,-0.626435645504,-0.0716354726338,-0.863745630177,0.181421036662,2.23134474138,2.02881626533,1.4557701794
9.0,-0.635779583312,-0.0343080542041,-0.880272021423,0.196642180267,2.20991112129,2.05717672156,1.44711999384
9.5,-0.686930116098,0.0175592495058,-0.972232246179,0.208848128202,2.23816800132,2.10596853256,1.45371375482
10.0,-0.729662104891,0.063351385099,-1.05571234683,0.208796723393,2.26202312204,2.14184147327,1.4673576924
10.5,-0.736605307672,0.0695403725867,-1.03559010396,0.234782920177,2.25124883851,2.14956190829,1.47658198295
11.0,-0.737894619066,0.0867273803845,-1.02938517486,0.234204153777,2.24835600629,2.155030293,1.48816379714
11.5,-0.721517617968,0.106385533915,-1.01328488749,0.213250320425,2.2385512868,2.15020845342,1.49811979663
12.0,-0.680812631607,0.117118076018,-0.981181269006,0.192367674449,2.20201740276,2.12721556112,1.50054650805
12.5,-0.644607286427,0.136685113528,-0.983759877995,0.189049535903,2.16720757444,2.10646514232,1.48925700843
13.0,-0.60632959963,0.172551805281,-1.00241865834,0.175479794866,2.14440398763,2.09140631985,1.46627972835
13.5,-0.571658879312,0.205365478437,-1.0341944559,0.186896815559,2.1219923986,2.07892872635,1.43120335119
14.0,-0.562711364686,0.24153212737,-1.09681610723,0.233344589468,2.12566942721,2.08654129744,1.38657215904
14.5,-0.546261592743,0.281086481271,-1.15430717265,0.252875133843,2.12764327336,2.09406104836,1.34451137148
15.0,-0.525444182622,0.308085650612,-1.1965570829,0.266039046835,2.11875325602,2.09537860946,1.31043039148
15.5,-0.487615137374,0.312199341014,-1.17806443193,0.268938681511,2.09202614551,2.08484698878,1.28598021517
16.0,-0.468811230443,0.314776018618,-1.18268378767,0.282619603682,2.07416903157,2.0809832228,1.26635137519
16.5,-0.461033574067,0.309445811328,-1.21821459049,0.310824213663,2.04681847324,2.07194931973,1.24967491268
17.0,-0.418222635219,0.255479432969,-1.24753396007,0.364068721315,1.93118833352,2.00555975499,1.23881471463
17.5,-0.359204293376,0.16591763838,-1.27430928828,0.479680548243,1.76946856172,1.90837601072,1.2240299396
18.0,-0.272313697591,0.0971951701891,-1.2706525021,0.516838411502,1.61379398363,1.79444767875,1.22925434298
18.5,-0.186391418758,0.0628068091717,-1.25834788863,0.456535413836,1.47816973158,1.68990674789,1.26013314057
19.0,-0.1572794261,0.0496145205764,-1.29815699262,0.436282414563,1.38797382638,1.64304022871,1.27841596012
19.5,-0.145013651722,0.0398722113159,-1.33720035701,0.436431416453,1.3286711399,1.61832910531,1.28807100901
20.0,-0.14656761158,0.0334696467774,-1.37325702344,0.452428569634,1.2968888869,1.61237206575,1.29043648213
20.5,-0.158735228932,0.0301063424459,-1.40478882415,0.479753096106,1.2883112612,1.62135981962,1.28700373157
21.0,-0.17837132101,0.0293540183799,-1.43088269317,0.514192364248,1.29815995019,1.64140533666,1.27928966442
21.5,-0.202574007834,0.0307128348252,-1.45116697559,0.552035597566,1.3215951908,1.66880432452,1.26873635221
22.0,-0.228810781543,0.0336593176599,-1.46571282543,0.590192515083,1.3540302839,1.7002254625,1.25663796736
