time,right_s0,right_s1,right_w0,right_w1,right_w2,right_e0,right_e1
0,-1.09863264316,-0.0802656629062,-0.460690235302,2.09385404427,0.919502745586,2.75128158077,2.4515476695
0.5,-1.09701077141,-0.0813417358649,-0.46044245891,2.09312747594,0.919838573369,2.75003842104,2.45118325882
1.0,-1.09334721345,-0.082738980198,-0.460289633582,2.09201872968,0.920632859393,2.74716243924,2.45075345226
1.5,-1.08730079385,-0.0841279084764,-0.460398474357,2.09066135592,0.921975451368,2.74235561748,2.45039315658
2.0,-1.07877442611,-0.0852605264188,-0.460877144087,2.08917282442,0.923897245205,2.73552302035,2.45019946501
2.5,-1.0678149776,-0.0860108372214,-0.461770165353,2.08762302706,0.926391815081,2.72669433846,2.45021902873
3.0,-1.0545924272,-0.0862826285309,-0.463096984705,2.08607957662,0.929423392588,2.71600094806,2.45048373481
3.5,-1.03932880708,-0.0860613238286,-0.464839264237,2.08457354945,0.932941417594,2.70362175421,2.45099294925
4.0,-1.02230025292,-0.0853308225791,-0.466973399185,2.08314254952,0.936882939708,2.68977938971,2.45174511174
4.5,-1.00417996478,-0.0835724904008,-0.469446267929,2.07959446992,0.942227572417,2.67394253322,2.45666742898
5.0,-0.985993387591,-0.0797737304469,-0.472205027444,2.0698870509,0.950836005272,2.65495031008,2.47303807655
5.5,-0.967265608413,-0.0762930670698,-0.474076928377,2.05153941859,0.963688875084,2.63369162558,2.4998839276
6.0,-0.946326722106,-0.0781980850097,-0.472964652615,2.02312643206,0.981163270867,2.61269811809,2.5298163781
6.5,-0.92331965362,-0.0866561966867,-0.467914000811,1.98643125825,1.00240725074,2.59379146809,2.55940750276
7.0,-0.899828691606,-0.0998028516961,-0.458808321946,1.94572693997,1.02563204774,2.57832575524,2.58833624301
7.5,-0.87460410976,-0.122485351749,-0.443935983992,1.90205480338,1.05077757543,2.56820616599,2.6114731713
8.0,-0.844082356894,-0.16517178495,-0.420173471561,1.85384186677,1.07921554837,2.56593473266,2.61965968001
8.5,-0.805861612183,-0.224616764953,-0.396953864426,1.80196134059,1.10911159628,2.56290176536,2.6135114217
9.0,-0.758275102549,-0.286777348728,-0.394036519088,1.74917341232,1.13606814598,2.54136238939,2.60128826847
