time,right_s0,right_s1,right_w0,right_w1,right_w2,right_e0,right_e1
0,0.462461051873,-0.9959313713,-0.190799155846,-0.681341438204,0.380322582369,0.218239734359,1.64896032218
0.5,0.463386283971,-1.01138918028,-0.219962351923,-0.656199082532,0.378707148759,0.221486886673,1.65572830283
1.0,0.481514359983,-1.02562776355,-0.235826851754,-0.626908414497,0.355555623572,0.218817695973,1.65884564208
1.5,0.484931813522,-1.02149475718,-0.242562054049,-0.616048667724,0.360277666726,0.223967156592,1.65007051443
2.0,0.479296430596,-1.03772076648,-0.248690331726,-0.589945922242,0.369790739042,0.226333718032,1.66184650452
2.5,0.525751065811,-1.05045292479,-0.189838284784,-0.580801759986,0.275056905288,0.18077639767,1.6817433906
3.0,0.564427081362,-1.04862186607,-0.16178116679,-0.593549387748,0.183098925729,0.137615928013,1.6959568498
3.5,0.566468898257,-1.0520717756,-0.153087946509,-0.612201900549,0.175454392173,0.13402109744,1.71741408734
4.0,0.551479418043,-1.04157712279,-0.127275729409,-0.669857571751,0.214699075678,0.149781763242,1.75456976574
4.5,0.536102308465,-1.03199978962,-0.113292597759,-0.721244904825,0.246144614543,0.161006927085,1.78958624442
5.0,0.537166898231,-1.03144618037,-0.134867669687,-0.693176416564,0.232336347477,0.153954210369,1.77528599727
5.5,0.533409174284,-1.03523802184,-0.152085923526,-0.648197095935,0.236727319652,0.154146865398,1.75981754976
6.0,0.526716418981,-1.06528579879,-0.146333965747,-0.625285657538,0.249887338426,0.157669067802,1.79520775237
6.5,0.533869850299,-1.11828401799,-0.124108849453,-0.619495416139,0.220312733427,0.14327860934,1.87277708405
7.0,0.53039211007,-1.15068920399,-0.131604764892,-0.60960745398,0.214713617041,0.141884550586,1.91781079927
7.5,0.523244069148,-1.16069021669,-0.144683274103,-0.613709196535,0.222072237015,0.147030162064,1.93570108028
8.0,0.500634884413,-1.12067749603,-0.236797855482,-0.580772261923,0.252578247667,0.170305940989,1.87294293729
8.5,0.471763480097,-1.0682865153,-0.348565984398,-0.513667971413,0.298840655764,0.202205730105,1.77354395667
9.0,0.478634553584,-1.07841887547,-0.332442458974,-0.497408620495,0.296312821586,0.198618379813,1.77775920796
9.5,0.521153705941,-1.10612825117,-0.239139001754,-0.549058773997,0.22448577338,0.151833500828,1.85302595128
10.0,0.546088751564,-1.13297375362,-0.173615331354,-0.600236647611,0.173572978412,0.117364791735,1.93206345085
10.5,0.550782453432,-1.13661406487,-0.183644041524,-0.543089317749,0.172040465331,0.117510290149,1.91466403651
11.0,0.55824963315,-1.13189097742,-0.183441958601,-0.529938523814,0.159470647416,0.112888583692,1.91770138164
11.5,0.551072151979,-1.13897090739,-0.198436731263,-0.538118647082,0.161015173952,0.116960936821,1.94616153735
12.0,0.534531777629,-1.15061384357,-0.212443494941,-0.534650208356,0.194525502054,0.135022366905,1.97119523294
12.5,0.563859269976,-1.13759274562,-0.148857441966,-0.529977260279,0.189460917293,0.124814879308,1.96740871599
13.0,0.629703091683,-1.10714253891,-0.0415971174503,-0.54392635029,0.14510102599,0.0957392833735,1.94956911552
13.5,0.724350439132,-1.06593789264,0.110815005782,-0.5286010734,0.0849830659422,0.0514376317671,1.89021940372
14.0,0.852138240803,-1.02896236431,0.308025196524,-0.506862324219,-0.0180885309097,-0.0287513503041,1.82550161863
14.5,0.957769812481,-1.010584428,0.473844010243,-0.521591745618,-0.0972001798979,-0.0947742027145,1.79883847324
15.0,1.01653029683,-0.986917353011,0.581103895901,-0.532604966316,-0.135178958209,-0.127375388349,1.76689462264
15.5,1.02238564941,-0.971689933758,0.602922093073,-0.538760817779,-0.126960844179,-0.121737464186,1.75117483978
16.0,1.04636646056,-0.960659012129,0.658622786482,-0.546021748002,-0.139530058917,-0.128829777703,1.73755295673
16.5,1.06441930672,-0.952773683732,0.734006126223,-0.554577757812,-0.127466157501,-0.129731895073,1.72042385311
17.0,1.03157746542,-0.966875230942,0.825682831298,-0.53333103164,-0.00967889982716,-0.0824045683776,1.6973989904
17.5,1.01140114992,-0.982441484821,1.03258120642,-0.447061455118,0.0643855537643,-0.0587195455825,1.62839516698
18.0,0.953692365996,-0.968812453636,1.04669852258,-0.419418564085,0.25428361039,0.00156211960227,1.58639752836
18.5,0.869009325652,-0.94479347285,0.877364047313,-0.487527635806,0.551275718831,0.109869078945,1.60797947932
19.0,0.840690473449,-0.928935243857,0.863605384383,-0.546412398801,0.667035549268,0.157800370249,1.61910424668
19.5,0.831587567533,-0.930166107687,0.887199798362,-0.571308773789,0.701077386471,0.174768997713,1.6281883122
20.0,0.834215772135,-0.941286840476,0.931317684065,-0.574997156422,0.685602088863,0.172739255684,1.63557521692
20.5,0.843554600337,-0.957549201106,0.984995829636,-0.566112308373,0.642142538265,0.159746347469,1.64156014259
