time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
2.070843,0.437568019744,-0.881655457837,-1.14588364855,1.60531089452,0.543029198911,1.16966035076,-0.0866699145155,0.0,0.23930100291,-1.31960697278,-0.13038836697,1.69006333305,-0.956820516444,-0.700645724867,0.879737981852,100.0
2.080877,0.43680102935,-0.881655457837,-1.14511665816,1.60569438972,0.543412694108,1.17004384596,-0.0859029241216,0.0,0.240451488501,-1.32037396317,-0.132305842955,1.69083032345,-0.95605352605,-0.700645724867,0.879354486655,100.0
2.090927,0.43680102935,-0.882038953034,-1.14550015335,1.60531089452,0.542645703714,1.17081083635,-0.0859029241216,0.0,0.240067993304,-1.31960697278,-0.131922347758,1.69083032345,-0.956437021247,-0.701796210458,0.880121477049,100.0
2.100870,0.436417534153,-0.882038953034,-1.14588364855,1.60531089452,0.543029198911,1.17081083635,-0.0859029241216,0.0,0.240451488501,-1.31999046798,-0.134606814137,1.69083032345,-0.956820516444,-0.702179705655,0.880121477049,100.0
2.110837,0.437184524547,-0.882038953034,-1.14550015335,1.60492739933,0.542645703714,1.17081083635,-0.0859029241216,0.0,0.241218478895,-1.31960697278,-0.134990309334,1.69044682825,-0.95605352605,-0.702946696048,0.88127196264,100.0
2.120921,0.43680102935,-0.881655457837,-1.14550015335,1.60454390413,0.542645703714,1.17042734116,-0.0859029241216,0.0,0.241218478895,-1.31999046798,-0.134606814137,1.69083032345,-0.95605352605,-0.703330191245,0.882038953034,100.0
2.130874,0.43680102935,-0.882038953034,-1.14588364855,1.60531089452,0.542645703714,1.17081083635,-0.0859029241216,0.0,0.240834983698,-1.32037396317,-0.135757299728,1.69159731384,-0.955670030853,-0.703713686442,0.880504972246,100.0
2.140888,0.437951514941,-0.881655457837,-1.14588364855,1.60569438972,0.543412694108,1.17042734116,-0.0859029241216,0.0,0.240834983698,-1.32037396317,-0.135373804531,1.69159731384,-0.956437021247,-0.704097181639,0.881655457837,100.0
2.150896,0.437568019744,-0.882422448231,-1.14588364855,1.60531089452,0.543412694108,1.17081083635,-0.0862864193186,0.0,0.240834983698,-1.32037396317,-0.136524290122,1.69159731384,-0.95605352605,-0.70524766723,0.880504972246,100.0
2.160864,0.437568019744,-0.882038953034,-1.14588364855,1.60454390413,0.543029198911,1.17119433155,-0.0862864193186,0.0,0.242368964486,-1.31999046798,-0.137291280516,1.69121381864,-0.95605352605,-0.706398152821,0.880888467443,100.0
2.170925,0.43680102935,-0.881655457837,-1.14550015335,1.60454390413,0.543029198911,1.17272831234,-0.0859029241216,0.0,0.241601974092,-1.32037396317,-0.136907785319,1.69121381864,-0.956437021247,-0.707932133609,0.879354486655,100.0
2.180870,0.437951514941,-0.88127196264,-1.14588364855,1.60492739933,0.542262208517,1.17081083635,-0.0859029241216,0.0,0.240834983698,-1.31999046798,-0.136907785319,1.69159731384,-0.956437021247,-0.707165143215,0.879737981852,100.0
