time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.566908,0.437568019744,-0.881655457837,-1.14473316296,1.60684487531,0.542262208517,1.17042734116,-0.0862864193186,0.0,-0.336325287744,-1.35297105491,0.590966098533,1.78632062749,-0.694126306518,-0.497393270472,0.604388430427,100.0
0.567093,0.437568019744,-0.881655457837,-1.14473316296,1.60684487531,0.542262208517,1.17042734116,-0.0862864193186,0.0,-0.336325287744,-1.35297105491,0.590966098533,1.78632062749,-0.694126306518,-0.497393270472,0.604388430427,100.0
0.577202,0.436417534153,-0.881655457837,-1.14434966776,1.60684487531,0.541878713321,1.16966035076,-0.0862864193186,0.0,-0.335941792547,-1.35297105491,0.590966098533,1.7851701419,-0.694126306518,-0.497776765669,0.605538916018,100.0
0.587288,0.437184524547,-0.882038953034,-1.14434966776,1.60684487531,0.543029198911,1.17004384596,-0.0859029241216,0.0,-0.33555829735,-1.35373804531,0.590966098533,1.7859371323,-0.694126306518,-0.497009775275,0.605155420821,100.0
0.597264,0.437184524547,-0.881655457837,-1.14511665816,1.60646138011,0.543412694108,1.17081083635,-0.0866699145155,0.0,-0.335941792547,-1.35335455011,0.59134959373,1.7855536371,-0.694509801715,-0.497393270472,0.60400493523,100.0
0.607407,0.437184524547,-0.88127196264,-1.14511665816,1.60607788492,0.543029198911,1.17004384596,-0.0862864193186,0.0,-0.336325287744,-1.35297105491,0.59134959373,1.7855536371,-0.694509801715,-0.497393270472,0.605538916018,100.0
0.617243,0.437184524547,-0.882038953034,-1.14434966776,1.60607788492,0.543412694108,1.17119433155,-0.0859029241216,0.0,-0.335941792547,-1.35373804531,0.59134959373,1.78632062749,-0.694126306518,-0.497393270472,0.604771925624,100.0
0.627263,0.437184524547,-0.882422448231,-1.14396617257,1.60684487531,0.543412694108,1.17081083635,-0.0862864193186,0.0,-0.336325287744,-1.35335455011,0.590199108139,1.7859371323,-0.694126306518,-0.496626280078,0.60400493523,100.0
0.637234,0.43680102935,-0.882038953034,-1.14511665816,1.60684487531,0.542262208517,1.17081083635,-0.0862864193186,0.0,-0.33555829735,-1.35335455011,0.590582603336,1.78632062749,-0.693359316124,-0.497009775275,0.604771925624,100.0
0.647233,0.43680102935,-0.882038953034,-1.14473316296,1.60646138011,0.542645703714,1.17119433155,-0.0866699145155,0.0,-0.335941792547,-1.35373804531,0.590966098533,1.7859371323,-0.694509801715,-0.497393270472,0.605155420821,100.0
0.657242,0.43680102935,-0.882038953034,-1.14511665816,1.60646138011,0.543412694108,1.17042734116,-0.0859029241216,0.0,-0.336708782941,-1.35335455011,0.590966098533,1.7859371323,-0.694126306518,-0.497776765669,0.604771925624,100.0
0.667197,0.437184524547,-0.882038953034,-1.14473316296,1.60722837051,0.543029198911,1.17004384596,-0.0866699145155,0.0,-0.33555829735,-1.35335455011,0.59134959373,1.78632062749,-0.694509801715,-0.497009775275,0.605538916018,100.0
0.677231,0.437184524547,-0.882038953034,-1.14511665816,1.60722837051,0.542645703714,1.17119433155,-0.0866699145155,0.0,-0.336708782941,-1.35297105491,0.590966098533,1.7859371323,-0.694509801715,-0.497776765669,0.604771925624,100.0
0.687190,0.436417534153,-0.881655457837,-1.14550015335,1.60722837051,0.543796189305,1.17004384596,-0.0862864193186,0.0,-0.33555829735,-1.35297105491,0.590966098533,1.78670412269,-0.694509801715,-0.497393270472,0.605155420821,100.0
0.697183,0.437184524547,-0.88127196264,-1.14511665816,1.60684487531,0.543029198911,1.17004384596,-0.0859029241216,0.0,-0.335941792547,-1.35335455011,0.590966098533,1.78670412269,-0.693359316124,-0.496242784881,0.605922411215,100.0
