time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
5.007406,0.437951514941,-0.882038953034,-1.14550015335,1.60531089452,0.543029198911,1.17349530273,-0.0866699145155,0.0,0.642737950124,-1.12785937429,-0.408422384774,1.50138369614,-0.820296226322,-0.619344743109,0.951835078883,100.0
5.017405,0.437184524547,-0.881655457837,-1.14588364855,1.60492739933,0.543796189305,1.17311180754,-0.0859029241216,0.0,0.643121445321,-1.1270923839,-0.410339860759,1.50291767693,-0.816461274352,-0.624713675866,0.948767117307,100.0
5.027404,0.437184524547,-0.881655457837,-1.14550015335,1.60492739933,0.542645703714,1.17349530273,-0.0862864193186,0.0,0.643121445321,-1.1274758791,-0.41149034635,1.50521864811,-0.811475836791,-0.628165132639,0.944165174943,100.0
5.037396,0.437951514941,-0.881655457837,-1.14588364855,1.60492739933,0.542645703714,1.17311180754,-0.0866699145155,0.0,0.643504940518,-1.1274758791,-0.412257336744,1.50867010489,-0.806106904034,-0.632767075003,0.941864203762,100.0
5.047441,0.437184524547,-0.881655457837,-1.14588364855,1.60492739933,0.543029198911,1.17387879793,-0.0859029241216,0.0,0.643121445321,-1.12785937429,-0.413791317532,1.51097107607,-0.801888456867,-0.636985522169,0.936495271004,100.0
5.057392,0.437568019744,-0.881655457837,-1.14626714375,1.60531089452,0.543029198911,1.17349530273,-0.0859029241216,0.0,0.642737950124,-1.12824286949,-0.414174812729,1.51327204725,-0.796903019306,-0.64197095973,0.93189332864,100.0
5.067404,0.437184524547,-0.882038953034,-1.14511665816,1.60531089452,0.543029198911,1.17311180754,-0.0859029241216,0.0,0.643121445321,-1.12824286949,-0.414558307926,1.51518952323,-0.79268457214,-0.644655426109,0.927674881474,100.0
5.077395,0.437568019744,-0.88127196264,-1.14511665816,1.60492739933,0.543029198911,1.17426229313,-0.0859029241216,0.0,0.642737950124,-1.12785937429,-0.416859279108,1.51787398961,-0.788466124973,-0.651174844457,0.921155463125,100.0
5.087440,0.437184524547,-0.881655457837,-1.14550015335,1.60531089452,0.543412694108,1.17387879793,-0.0862864193186,0.0,0.642737950124,-1.12785937429,-0.415708793517,1.52017496079,-0.7850146682,-0.65462630123,0.915403035171,100.0
5.097441,0.437184524547,-0.881655457837,-1.14511665816,1.60492739933,0.543796189305,1.17349530273,-0.0862864193186,0.0,0.643504940518,-1.12824286949,-0.416475783911,1.52285942717,-0.780412725837,-0.659611738791,0.909267112019,100.0
5.107385,0.43680102935,-0.88127196264,-1.14550015335,1.60492739933,0.543029198911,1.17387879793,-0.0859029241216,0.0,0.643121445321,-1.12900985988,-0.416859279108,1.52477690316,-0.77619427867,-0.663063195563,0.904281674458,100.0
5.117397,0.437184524547,-0.881655457837,-1.14588364855,1.60454390413,0.543029198911,1.17349530273,-0.0866699145155,0.0,0.643504940518,-1.12862636469,-0.417626269502,1.52784486473,-0.7723593267,-0.666514652336,0.898145751307,100.0
5.127382,0.437184524547,-0.881655457837,-1.14550015335,1.60492739933,0.544179684502,1.17311180754,-0.0859029241216,0.0,0.643121445321,-1.12785937429,-0.416475783911,1.53052933111,-0.768907869928,-0.670349604306,0.89392730414,100.0
5.137400,0.437568019744,-0.88127196264,-1.14550015335,1.60492739933,0.542645703714,1.17426229313,-0.0859029241216,0.0,0.642737950124,-1.12862636469,-0.417626269502,1.53283030229,-0.766223403549,-0.674568051473,0.888558371383,100.0
