time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.846662,0.437184524547,-0.88127196264,-1.14319918217,1.60531089452,0.542645703714,1.17311180754,-0.0859029241216,0.0,-0.712150580776,-0.504679679214,1.43580601746,1.5957235146,0.221276728652,-0.187912646516,-1.27243706355,100.0
0.856610,0.437184524547,-0.880888467443,-1.14396617257,1.60569438972,0.542262208517,1.17349530273,-0.0859029241216,0.0,-0.711383590382,-0.505063174411,1.43657300785,1.5957235146,0.221276728652,-0.188296141713,-1.27205356835,100.0
0.866682,0.437184524547,-0.88127196264,-1.14434966776,1.60607788492,0.543029198911,1.17387879793,-0.0859029241216,0.0,-0.712534075973,-0.504296184017,1.43618951266,1.59649050499,0.221276728652,-0.187912646516,-1.27282055875,100.0
0.876646,0.437184524547,-0.88127196264,-1.14319918217,1.60569438972,0.542645703714,1.17311180754,-0.0855194289246,0.0,-0.712534075973,-0.50391268882,1.43618951266,1.59610700979,0.220893233455,-0.187912646516,-1.27282055875,100.0
0.886693,0.437568019744,-0.882038953034,-1.14396617257,1.60607788492,0.542262208517,1.17387879793,-0.0859029241216,0.0,-0.711767085579,-0.504296184017,1.43542252226,1.5957235146,0.221660223849,-0.188296141713,-1.27243706355,100.0
0.896689,0.437184524547,-0.880888467443,-1.14319918217,1.60531089452,0.542645703714,1.17387879793,-0.0859029241216,0.0,-0.712150580776,-0.504679679214,1.43657300785,1.5957235146,0.220893233455,-0.188296141713,-1.27320405394,100.0
0.906658,0.43680102935,-0.88127196264,-1.14319918217,1.60646138011,0.542262208517,1.17349530273,-0.0859029241216,0.0,-0.712150580776,-0.504296184017,1.43580601746,1.59610700979,0.221660223849,-0.187529151319,-1.27167007316,100.0
0.916682,0.437184524547,-0.880888467443,-1.14358267737,1.60607788492,0.543796189305,1.17349530273,-0.0859029241216,0.0,-0.711767085579,-0.503145698426,1.43580601746,1.59610700979,0.221276728652,-0.188296141713,-1.27243706355,100.0
0.926606,0.437568019744,-0.881655457837,-1.14319918217,1.60531089452,0.543029198911,1.17311180754,-0.0855194289246,0.0,-0.712534075973,-0.504296184017,1.43580601746,1.59610700979,0.220126243062,-0.188296141713,-1.27282055875,100.0
0.936688,0.437184524547,-0.88127196264,-1.14358267737,1.60531089452,0.542645703714,1.17311180754,-0.0859029241216,0.0,-0.712534075973,-0.504296184017,1.43542252226,1.5957235146,0.221276728652,-0.18867963691,-1.27358754914,100.0
0.946604,0.43680102935,-0.88127196264,-1.14434966776,1.60569438972,0.543412694108,1.17387879793,-0.0859029241216,0.0,-0.711767085579,-0.504296184017,1.43542252226,1.5957235146,0.220126243062,-0.188296141713,-1.27243706355,100.0
0.956702,0.437184524547,-0.881655457837,-1.14358267737,1.60531089452,0.542645703714,1.17387879793,-0.0859029241216,0.0,-0.712150580776,-0.504296184017,1.43465553187,1.5957235146,0.220893233455,-0.18867963691,-1.27205356835,100.0
0.966598,0.437184524547,-0.88127196264,-1.14281568697,1.60531089452,0.543029198911,1.17349530273,-0.0859029241216,0.0,-0.712150580776,-0.50391268882,1.43542252226,1.5957235146,0.220893233455,-0.18867963691,-1.27205356835,100.0
