time,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.0,0.296126512369,-0.924112884053,-0.443226962642,1.03037933858,-1.29801681032,-0.909240149248,1.50741283101
0.5,0.302714678959,-0.93663502341,-0.449715782385,1.11002628052,-1.26504343999,-0.965915588812,1.46016541511
1.0,0.296224692618,-0.961307240102,-0.444657779343,1.28909964634,-1.11789879612,-1.06034504798,1.23753680373
1.5,0.278875924453,-0.940594078438,-0.410168585957,1.45740984937,-1.00239992927,-1.1067772217,0.978231185147
2.0,0.25352641938,-0.895839187961,-0.373303437374,1.5416799783,-0.97038800096,-1.12727389223,0.874764764028
2.5,0.22296888583,-0.879030564465,-0.348897688171,1.59470283159,-0.932389812565,-1.12270213284,0.762248729489
3.0,0.193092786693,-0.849391442655,-0.32068365277,1.65034505026,-0.899715764064,-1.13231725987,0.605662357213
3.5,0.167141807304,-0.806715202993,-0.287442042298,1.70237277062,-0.865181594064,-1.16865587288,0.455909487012
4.0,0.156197421369,-0.784950012505,-0.25170485075,1.7409805053,-0.841856325922,-1.15662494707,0.344695637097
4.5,0.207563792682,-0.81848159757,-0.21797116356,1.78620655351,-0.767112811402,-1.10304983635,0.306115330858
5.0,0.305245881273,-0.880033962053,-0.200327007242,1.88641975489,-0.675903303964,-1.06068092363,0.246395466114
5.5,0.401976041901,-0.921801782837,-0.188310199121,1.98721897471,-0.628381227776,-1.07544081348,0.195778410469
6.0,0.511727311734,-0.949756616609,-0.176482028328,2.0344062591,-0.508093229207,-1.07949114499,0.16242634662
6.5,0.644170530395,-0.970138126898,-0.167933030704,2.07632578466,-0.297566342495,-1.05713889863,0.10634988521
7.0,0.797288322507,-0.984917233896,-0.161302800031,2.09780527609,-0.123638932328,-1.04812819139,0.056285627588
7.5,0.921532168603,-0.99336620934,-0.156358976626,2.06016886449,-0.010071515956,-1.01643430541,0.0155996834276
8.0,1.00050315783,-0.978902020775,-0.151412165012,1.97993303293,0.131559859744,-0.923756802709,-0.0275937887518
8.5,1.03749847517,-0.943728045881,-0.148308170583,1.89705878308,0.246356566269,-0.827297815642,-0.0807333927121
