time,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.0,-0.672962311805,-0.769657592992,1.42712518364,1.4624835255,0.495928218528,-0.00698139530139,-1.27321636768
0.5,-0.672130568776,-0.753947376511,1.43071388176,1.46658770156,0.480152910111,-0.0147613987228,-1.27713231854
1.0,-0.686463488029,-0.731761795217,1.43375547161,1.46986112216,0.442442581241,-0.00635476339227,-1.27519711753
1.5,-0.682646646615,-0.705657408702,1.44288949516,1.47407050793,0.390421689382,0.0679263140044,-1.27239806039
2.0,-0.631150459004,-0.65478867255,1.46649165535,1.5143905428,0.33189728971,0.0277476937179,-1.2856381744
2.5,-0.624352951831,-0.591424284029,1.53979972356,1.63541254619,0.273952728885,-0.178210402558,-1.30288187884
3.0,-0.639616238792,-0.537435045623,1.59569765441,1.77043114701,0.219125801532,-0.362326507793,-1.31624813709
3.5,-0.587241082419,-0.49071371572,1.60163676257,1.81643883288,0.169096805663,-0.450886198386,-1.32690620703
4.0,-0.527145621082,-0.448636264599,1.60737821702,1.79530729528,0.128463289451,-0.438313149847,-1.33454788783
4.5,-0.489402317954,-0.414756702547,1.60974246412,1.77138313647,0.0955336492384,-0.415430332922,-1.34295342092
5.0,-0.439894850979,-0.388324833078,1.61325459583,1.79529935425,0.0680154179608,-0.523459223114,-1.34969876573
5.5,-0.38553359141,-0.38980286466,1.61701060131,1.82809594943,0.047479703537,-0.613793585712,-1.31935859693
6.0,-0.323502335211,-0.467234932106,1.59561234679,1.82379166393,0.148018050756,-0.612507995674,-1.26854018441
6.5,-0.237961596486,-0.57591172842,1.53372414904,1.77163946792,0.281678616118,-0.608201531807,-1.22970649788
7.0,-0.132278212094,-0.633039918862,1.46242861286,1.70643794375,0.372973079864,-0.637780047713,-1.23289761213
7.5,-0.0678302669272,-0.632368997581,1.41832139542,1.69577056082,0.399973860409,-0.703290998275,-1.25781113825
8.0,-0.0829842700009,-0.608161039509,1.41562666755,1.71293908406,0.356130102372,-0.713029193314,-1.26501715299
8.5,-0.116155885274,-0.587581465353,1.43185700876,1.72115552805,0.331933195821,-0.689497936421,-1.26812670197
