1.444596999999999964e-01,-4.007650999999999852e-01,2.935640999999999945e-01,2.014382999999999868e-01,-4.265227999999999797e-01,3.156773999999999969e-01,2.435869999999999980e-01,-4.032119000000000120e-01,3.820496999999999921e-01
1.446121999999999963e-01,-4.005497000000000085e-01,2.933217000000000185e-01,2.026736000000000093e-01,-4.258314999999999739e-01,3.154687999999999937e-01,2.445556000000000119e-01,-4.025804000000000049e-01,3.815276000000000223e-01
1.447685999999999973e-01,-4.001997999999999944e-01,2.933046000000000264e-01,2.045276000000000038e-01,-4.253482000000000096e-01,3.159376999999999880e-01,2.459210000000000007e-01,-4.018862999999999741e-01,3.826804999999999790e-01
1.448934000000000055e-01,-3.994476000000000138e-01,2.928416999999999826e-01,2.042412000000000116e-01,-4.242844000000000060e-01,3.139919999999999933e-01,2.486140000000000017e-01,-4.012583000000000122e-01,3.822138999999999953e-01
1.449738999999999889e-01,-3.981173000000000073e-01,2.913155000000000050e-01,2.067778999999999867e-01,-4.209302999999999795e-01,3.120641000000000109e-01,2.523861000000000021e-01,-3.970505999999999758e-01,3.801868999999999943e-01
1.435867999999999867e-01,-3.931840999999999808e-01,2.792883999999999922e-01,2.074682999999999944e-01,-4.124650000000000261e-01,3.027308000000000221e-01,2.536339000000000232e-01,-3.893039999999999834e-01,3.690048000000000217e-01
1.435788000000000064e-01,-3.783262000000000014e-01,2.655604999999999771e-01,2.085971000000000075e-01,-3.903887999999999803e-01,2.872660000000000213e-01,2.578753999999999769e-01,-3.693646999999999903e-01,3.523042000000000118e-01
1.406523000000000079e-01,-3.604716000000000031e-01,2.526796000000000042e-01,2.102506000000000097e-01,-3.752927999999999820e-01,2.790811999999999737e-01,2.555624000000000229e-01,-3.529526000000000052e-01,3.414338000000000095e-01
1.431585999999999970e-01,-3.327253000000000016e-01,2.603941000000000172e-01,2.305042999999999953e-01,-3.500222000000000055e-01,2.838407000000000013e-01,2.669754999999999767e-01,-3.264152000000000164e-01,3.447490000000000276e-01
1.661158000000000079e-01,-3.091804000000000219e-01,2.604701999999999851e-01,2.488862000000000019e-01,-3.168373999999999913e-01,2.856329000000000229e-01,2.858397999999999772e-01,-2.932253000000000220e-01,3.455035000000000189e-01
1.690711000000000019e-01,-2.769818000000000002e-01,2.480266000000000137e-01,2.586511000000000227e-01,-2.768875000000000086e-01,2.804292999999999925e-01,2.922801999999999900e-01,-2.549467000000000261e-01,3.383288999999999880e-01
1.930531000000000053e-01,-2.467660000000000131e-01,2.528815999999999842e-01,2.628405999999999798e-01,-2.455148000000000053e-01,2.781019000000000130e-01,2.950230999999999826e-01,-2.259226000000000012e-01,3.421475999999999962e-01
1.966874999999999873e-01,-2.186541999999999930e-01,2.589852999999999739e-01,2.478795000000000026e-01,-2.175168000000000101e-01,2.658000999999999836e-01,2.877891000000000199e-01,-2.011317999999999995e-01,3.302615999999999885e-01
2.028690999999999967e-01,-1.894562999999999942e-01,2.482405000000000028e-01,2.364642999999999884e-01,-1.845982999999999929e-01,2.529054000000000024e-01,2.912626999999999855e-01,-1.674058999999999964e-01,3.199100000000000277e-01
2.053206999999999949e-01,-1.549967999999999901e-01,2.426456999999999919e-01,2.643241000000000063e-01,-1.399063999999999863e-01,2.560579000000000049e-01,2.975007000000000068e-01,-1.227608000000000033e-01,3.184537000000000062e-01
1.820549999999999946e-01,-1.520211999999999952e-01,2.139384000000000008e-01,1.983947000000000072e-01,-1.057135000000000019e-01,2.178283000000000025e-01,2.863896000000000219e-01,-9.990577000000000485e-02,2.965607000000000104e-01
2.030797000000000019e-01,-1.342115999999999865e-01,2.281733999999999984e-01,2.340189000000000019e-01,-1.081148999999999999e-01,2.478232999999999964e-01,2.917317999999999856e-01,-8.713838000000000139e-02,3.121960999999999764e-01
2.348683000000000021e-01,-1.203695000000000043e-01,2.643422999999999745e-01,2.516104000000000118e-01,-1.011681999999999998e-01,2.958606999999999765e-01,3.093560000000000199e-01,-6.374672000000000671e-02,3.741764000000000201e-01
2.588580999999999799e-01,-1.046393999999999935e-01,3.415933999999999915e-01,2.861744999999999983e-01,-9.134325000000000083e-02,3.542021000000000197e-01,3.165967000000000087e-01,-4.836265000000000008e-02,4.250329999999999941e-01
3.110842999999999803e-01,-9.602043999999999857e-02,4.051356999999999875e-01,3.418894000000000100e-01,-6.604680000000000273e-02,4.361117999999999939e-01,3.492160999999999738e-01,-4.361729999999999774e-02,5.212080000000000046e-01
3.868642999999999943e-01,-4.774126000000000064e-02,4.900170999999999832e-01,4.254335000000000200e-01,-2.246255000000000127e-02,5.154735000000000289e-01,4.111168000000000045e-01,-1.023200999999999972e-02,5.377402999999999489e-01
3.538177000000000127e-01,1.197579999999999999e-02,4.330956000000000250e-01,3.482180000000000275e-01,1.792029000000000104e-03,4.474498000000000086e-01,3.224053000000000058e-01,2.071939000000000072e-02,4.531946000000000030e-01
3.405148000000000064e-01,5.683556000000000198e-03,4.305810999999999944e-01,4.006854000000000249e-01,4.652739000000000180e-02,4.693563000000000041e-01,4.396043000000000034e-01,5.373767000000000127e-02,5.061082999999999554e-01
3.137944999999999762e-01,1.351867999999999993e-02,3.632067999999999963e-01,3.471800999999999915e-01,4.908164000000000277e-02,3.804321999999999981e-01,3.680969000000000046e-01,7.760026000000000423e-02,3.754685999999999857e-01
2.905154999999999821e-01,9.810239000000000112e-03,3.158918000000000004e-01,3.259026999999999896e-01,5.140374999999999805e-02,3.197126000000000134e-01,3.481814999999999771e-01,8.141076999999999342e-02,3.179527999999999799e-01
2.800771000000000233e-01,1.376663000000000019e-02,2.729163000000000006e-01,3.040668999999999733e-01,4.447178999999999716e-02,2.711575999999999986e-01,3.150299999999999767e-01,7.531403999999999876e-02,2.642117999999999967e-01
2.615476999999999941e-01,5.494638999999999947e-03,2.336923999999999946e-01,2.681189999999999962e-01,2.906303000000000011e-02,2.260330999999999868e-01,2.418620999999999965e-01,7.209168000000000520e-02,1.908370000000000066e-01
2.485565000000000135e-01,3.612235000000000099e-03,2.178231999999999946e-01,2.541530000000000178e-01,3.177328000000000097e-02,2.093353000000000019e-01,2.216399000000000008e-01,8.033268000000000353e-02,1.706912999999999903e-01
2.481247000000000036e-01,1.235126999999999926e-02,2.133758000000000044e-01,2.445994999999999975e-01,3.343415000000000276e-02,2.083179000000000003e-01,2.123758000000000035e-01,7.978454000000000101e-02,1.650511000000000061e-01
2.592902999999999736e-01,4.737112000000000267e-02,2.239056000000000102e-01,2.843906999999999963e-01,1.021939000000000042e-01,2.105921000000000043e-01,3.049121000000000192e-01,1.326495000000000035e-01,2.183433999999999930e-01
2.731849000000000083e-01,8.800887000000000293e-02,2.282025000000000026e-01,3.004724999999999757e-01,1.551518000000000064e-01,2.192662999999999973e-01,3.256749999999999923e-01,1.914240000000000108e-01,2.565024000000000193e-01
