0.947702,-0.270405,0.534834,0.307237,0.095487,0.935386,0.146767
0.955788,-0.276685,0.546479,0.291494,0.118053,0.937465,0.149176
0.957303,-0.272110,0.549139,0.289273,0.099906,0.938523,0.159735
0.956364,-0.269271,0.548525,0.293299,0.092267,0.938897,0.154712
0.951571,-0.277384,0.553311,0.290604,0.128038,0.935089,0.157367
0.951184,-0.286758,0.558405,0.284474,0.171835,0.932478,0.141534
0.956005,-0.286580,0.558762,0.293557,0.175244,0.930667,0.130281
0.961152,-0.285285,0.552989,0.321506,0.150793,0.927742,0.114845
0.963955,-0.283052,0.553974,0.325793,0.142829,0.927711,0.113185
0.964040,-0.283065,0.553065,0.332510,0.128184,0.928053,0.108278
0.966447,-0.282692,0.555118,0.344172,0.120941,0.925599,0.100924
0.979346,-0.280421,0.559688,0.359533,0.122228,0.920009,0.096851
0.972687,-0.282471,0.549435,0.401088,0.106360,0.907581,0.064134
1.000777,-0.293314,0.556537,0.402680,0.144489,0.903679,0.018334
0.990886,-0.297679,0.546563,0.433980,0.147767,0.888721,0.001038
1.000881,-0.293145,0.551360,0.431948,0.151953,0.888979,0.006891
0.998215,-0.293598,0.543818,0.455965,0.126489,0.880893,0.011166
0.949533,-0.303201,0.514738,0.497901,0.112120,0.859822,0.015176
0.971469,-0.334931,0.509300,0.486217,0.193162,0.849321,0.070254
0.976930,-0.333365,0.509728,0.508187,0.189262,0.836123,0.082609
0.975162,-0.281015,0.505624,0.549053,0.059757,0.833522,0.014528
0.968414,-0.278953,0.500870,0.571825,0.059267,0.817812,0.026210
0.966055,-0.275089,0.491743,0.573121,0.047419,0.817614,0.028133
0.970834,-0.291257,0.485034,0.582130,0.094196,0.804492,0.071029
0.958224,-0.288666,0.476077,0.584530,0.092470,0.803318,0.066742
0.966623,-0.292742,0.471419,0.578643,0.130895,0.802565,0.062680
0.970197,-0.287765,0.476830,0.611968,0.147921,0.773492,0.072971
0.969579,-0.296225,0.472470,0.618646,0.156245,0.765566,0.082299
0.973448,-0.302868,0.474131,0.629714,0.167161,0.753132,0.091163
1.010934,-0.285626,0.463629,0.589081,0.153313,0.787825,0.093862
1.017986,-0.286220,0.466103,0.592532,0.163038,0.782643,0.098962
1.025146,-0.299728,0.476179,0.621209,0.215141,0.742270,0.129800
1.024206,-0.299911,0.475140,0.626038,0.206254,0.740267,0.132441
1.022506,-0.303142,0.472584,0.623209,0.209693,0.741503,0.133467
1.030003,-0.298466,0.474905,0.625377,0.210977,0.740553,0.126389
