1.144460,-0.400765,0.293564,0.364314,0.447854,0.208758,0.789381
1.144612,-0.400550,0.293322,0.363286,0.450637,0.215778,0.786377
1.144769,-0.400200,0.293305,0.362804,0.451006,0.224534,0.783933
1.144893,-0.399448,0.292842,0.368991,0.456221,0.230815,0.776166
1.144974,-0.398117,0.291316,0.363763,0.466438,0.242032,0.769112
1.143587,-0.393184,0.279288,0.348239,0.474076,0.265890,0.763731
1.143579,-0.378326,0.265560,0.337525,0.479279,0.320619,0.744024
1.140652,-0.360472,0.252680,0.316936,0.471425,0.306618,0.763738
1.143159,-0.332725,0.260394,0.350978,0.498223,0.320597,0.725125
1.166116,-0.309180,0.260470,0.333960,0.497221,0.383350,0.703054
1.193858,-0.254817,0.252651,0.315960,0.463581,0.441150,0.700463
1.192534,-0.230509,0.257871,0.355716,0.495629,0.466308,0.640605
1.199007,-0.197804,0.254540,0.399477,0.548662,0.496763,0.540939
1.206201,-0.156144,0.248241,0.343137,0.526727,0.549866,0.549967
1.181683,-0.152386,0.215302,0.377808,0.571199,0.709891,0.164464
1.202905,-0.134241,0.227227,0.354603,0.487237,0.774445,0.192595
1.256356,-0.103530,0.340309,0.354983,0.748361,0.527277,0.189531
1.299290,-0.106218,0.374273,0.115612,0.598463,0.617194,0.497542
1.372018,-0.009372,0.482401,0.151695,0.098678,0.652128,0.736193
1.268601,0.009137,0.246485,0.621262,0.486741,0.214226,0.575521
1.251119,0.003612,0.221315,0.633955,0.485851,0.207668,0.564734
1.247973,0.009291,0.213459,0.756929,0.225333,0.251264,0.559598
1.259290,0.045143,0.214940,0.199997,0.713686,0.660232,0.121438
1.273185,0.088009,0.228203,0.158247,0.737534,0.641305,0.140462
