1.047758,-0.333273,0.521716,0.174272,0.645359,0.055630,0.741651
1.047253,-0.335608,0.517026,0.154443,0.644838,0.044627,0.747222
1.042759,-0.336439,0.508456,0.151976,0.663693,0.028113,0.731864
1.034641,-0.327892,0.490762,0.130166,0.682045,0.053560,0.717637
1.026861,-0.331969,0.477012,0.135854,0.678171,0.045893,0.720779
1.025091,-0.328309,0.466805,0.105311,0.697915,0.041749,0.707164
1.012127,-0.317227,0.451414,0.089558,0.696170,0.067573,0.709056
1.010731,-0.320977,0.436417,0.093280,0.700941,0.053883,0.705037
1.009544,-0.324395,0.416497,0.106177,0.718478,0.031429,0.686679
1.013781,-0.327536,0.414980,0.112242,0.747139,0.001419,0.655121
1.012139,-0.322287,0.392545,0.106637,0.746878,0.003179,0.656347
1.006285,-0.317529,0.379374,0.073534,0.756697,0.011367,0.649517
0.996506,-0.322509,0.367009,0.092385,0.764894,0.028840,0.636845
0.982954,-0.315846,0.343506,0.070078,0.773479,0.027948,0.629316
0.974169,-0.307362,0.326889,0.054301,0.797426,0.001028,0.600967
0.948819,-0.320733,0.296498,0.092097,0.800858,0.027417,0.591095
0.927898,-0.328497,0.291389,0.127723,0.788753,0.033655,0.600353
0.929168,-0.310400,0.291340,0.136270,0.788142,0.033638,0.599275
0.935260,-0.292284,0.296000,0.181810,0.786405,0.031717,0.589496
0.975824,-0.217526,0.276217,0.053038,0.768502,0.082320,0.632309
0.955704,-0.276626,0.294896,0.183819,0.763603,0.074309,0.614491
0.967189,-0.270862,0.294035,0.220343,0.763024,0.056533,0.605018
0.966326,-0.220675,0.289611,0.090783,0.782930,0.039688,0.614169
0.967655,-0.236388,0.295464,0.178307,0.779683,0.074847,0.595567
0.978343,-0.178983,0.286158,0.038531,0.791690,0.081663,0.604213
0.995313,-0.234505,0.305041,0.196426,0.818485,0.131307,0.523695
0.967951,-0.266197,0.302794,0.424027,0.674058,0.021975,0.604454
0.977863,-0.263617,0.314258,0.486297,0.665848,0.046493,0.563915
